Gamma	GammaRot	J	Ka	Kc	GammaVib	v1	v2	v3	v4	v5	v6	Tag	Obs	Uncertainty	Source
4	3	11	11	1	2	0	0	0	1	0	1	11-11-1-0-0-0-1-0-1	2493.91793	0.0028	05LoUlBe
3	4	11	11	0	2	0	0	0	1	0	1	11-11-0-0-0-0-1-0-1	2493.91793	0.0028	05LoUlBe
3	1	11	10	2	3	0	0	1	1	0	0	11-10-2-0-0-1-1-0-0	2509.26883	0.0028	05LoUlBe
4	2	11	10	1	3	0	0	1	1	0	0	11-10-1-0-0-1-1-0-0	2509.26883	0.0028	05LoUlBe
3	3	11	7	5	1	0	0	2	0	0	0	11-7-5-0-0-2-0-0-0	2517.23008	0.0028	05LoUlBe
4	4	11	7	4	1	0	0	2	0	0	0	11-7-4-0-0-2-0-0-0	2517.23008	0.0028	05LoUlBe
2	3	11	9	3	4	0	0	1	0	0	1	11-9-3-0-0-1-0-0-1	2528.6864	0.0028	05LoUlBe
1	4	11	9	2	4	0	0	1	0	0	1	11-9-2-0-0-1-0-0-1	2528.6864	0.0028	05LoUlBe
4	1	11	8	4	4	0	0	0	0	1	0	11-8-4-0-0-0-0-1-0	2531.28657	0.0028	05LoUlBe
3	2	11	8	3	4	0	0	0	0	1	0	11-8-3-0-0-0-0-1-0	2531.28657	0.0028	05LoUlBe
1	1	11	10	2	1	0	0	0	0	0	2	11-10-2-0-0-0-0-0-2	2540.5749	0.0028	05LoUlBe
2	2	11	10	1	1	0	0	0	0	0	2	11-10-1-0-0-0-0-0-2	2540.5749	0.0028	05LoUlBe
1	1	11	10	2	1	1	0	0	0	0	0	11-10-2-1-0-0-0-0-0	2557.80664	0.0028	05LoUlBe
2	2	11	10	1	1	1	0	0	0	0	0	11-10-1-1-0-0-0-0-0	2557.80664	0.0028	05LoUlBe
1	1	11	8	4	1	0	0	2	0	0	0	11-8-4-0-0-2-0-0-0	2573.9978	0.0028	05LoUlBe
2	2	11	8	3	1	0	0	2	0	0	0	11-8-3-0-0-2-0-0-0	2573.9978	0.0028	05LoUlBe
2	3	11	9	3	4	0	0	0	0	1	0	11-9-3-0-0-0-0-1-0	2594.37402	0.0028	05LoUlBe
1	4	11	9	2	4	0	0	0	0	1	0	11-9-2-0-0-0-0-1-0	2594.37402	0.0028	05LoUlBe
4	1	11	10	2	4	0	0	1	0	0	1	11-10-2-0-0-1-0-0-1	2605.88417	0.0028	05LoUlBe
3	2	11	10	1	4	0	0	1	0	0	1	11-10-1-0-0-1-0-0-1	2605.88417	0.0028	05LoUlBe
3	3	11	11	1	1	0	0	0	0	0	2	11-11-1-0-0-0-0-0-2	2622.94498	0.0028	05LoUlBe
4	4	11	11	0	1	0	0	0	0	0	2	11-11-0-0-0-0-0-0-2	2622.94498	0.0028	05LoUlBe
3	3	11	11	1	1	1	0	0	0	0	0	11-11-1-1-0-0-0-0-0	2636.05119	0.0028	05LoUlBe
4	4	11	11	0	1	1	0	0	0	0	0	11-11-0-1-0-0-0-0-0	2636.05119	0.0028	05LoUlBe
4	1	11	10	2	4	0	0	0	0	1	0	11-10-2-0-0-0-0-1-0	2664.9651	0.0028	05LoUlBe
3	2	11	10	1	4	0	0	0	0	1	0	11-10-1-0-0-0-0-1-0	2664.9651	0.0028	05LoUlBe
2	3	11	11	1	4	0	0	0	0	1	0	11-11-1-0-0-0-0-1-0	2742.92135	0.0028	05LoUlBe
1	4	11	11	0	4	0	0	0	0	1	0	11-11-0-0-0-0-0-1-0	2742.92135	0.0028	05LoUlBe
1	1	12	0	12	1	0	0	0	0	0	0	12-0-12-0-0-0-0-0-0	145.96930388	3.5425E-05	Marvel
4	4	12	1	12	1	0	0	0	0	0	0	12-1-12-0-0-0-0-0-0	146.380126893	2.4079E-05	Marvel
3	3	12	1	11	1	0	0	0	0	0	0	12-1-11-0-0-0-0-0-0	161.267054885	2.5745E-05	Marvel
2	2	12	2	11	1	0	0	0	0	0	0	12-2-11-0-0-0-0-0-0	165.856607568	3.7091E-05	Marvel
1	1	12	2	10	1	0	0	0	0	0	0	12-2-10-0-0-0-0-0-0	171.913764299	3.476E-05	Marvel
4	4	12	3	10	1	0	0	0	0	0	0	12-3-10-0-0-0-0-0-0	186.481728798	5.6478E-05	Marvel
3	3	12	3	9	1	0	0	0	0	0	0	12-3-9-0-0-0-0-0-0	187.435613798	2.3078E-05	Marvel
2	2	12	4	9	1	0	0	0	0	0	0	12-4-9-0-0-0-0-0-0	212.61817267	5.3431E-05	Marvel
1	1	12	4	8	1	0	0	0	0	0	0	12-4-8-0-0-0-0-0-0	212.673188563	3.8091E-05	Marvel
4	4	12	5	8	1	0	0	0	0	0	0	12-5-8-0-0-0-0-0-0	246.086422448	0.000190447	Marvel
3	3	12	5	7	1	0	0	0	0	0	0	12-5-7-0-0-0-0-0-0	246.088006028	0.000188413	Marvel
2	2	12	6	7	1	0	0	0	0	0	0	12-6-7-0-0-0-0-0-0	287.077763504	4.4093E-05	Marvel
1	1	12	6	6	1	0	0	0	0	0	0	12-6-6-0-0-0-0-0-0	287.077792679	5.41E-05	Marvel
4	4	12	7	6	1	0	0	0	0	0	0	12-7-6-0-0-0-0-0-0	335.540360481	0.000191112	Marvel
3	3	12	7	5	1	0	0	0	0	0	0	12-7-5-0-0-0-0-0-0	335.54084435	0.000191079	Marvel
2	2	12	8	5	1	0	0	0	0	0	0	12-8-5-0-0-0-0-0-0	391.431377953	0.000365425	Marvel
1	1	12	8	4	1	0	0	0	0	0	0	12-8-4-0-0-0-0-0-0	391.431430079	0.000369757	Marvel
4	4	12	9	4	1	0	0	0	0	0	0	12-9-4-0-0-0-0-0-0	454.713947345	0.000356447	Marvel
3	3	12	9	3	1	0	0	0	0	0	0	12-9-3-0-0-0-0-0-0	454.714093586	0.000356413	Marvel
2	2	12	10	3	1	0	0	0	0	0	0	12-10-3-0-0-0-0-0-0	525.354170938	0.00053409	Marvel
1	1	12	10	2	1	0	0	0	0	0	0	12-10-2-0-0-0-0-0-0	525.354310968	0.000526716	Marvel
4	4	12	11	2	1	0	0	0	0	0	0	12-11-2-0-0-0-0-0-0	603.31705023	0.000527114	Marvel
3	3	12	11	1	1	0	0	0	0	0	0	12-11-1-0-0-0-0-0-0	603.317123741	0.000523749	Marvel
2	2	12	12	1	1	0	0	0	0	0	0	12-12-1-0-0-0-0-0-0	688.565213743	0.001420385	Marvel
1	1	12	12	0	1	0	0	0	0	0	0	12-12-0-0-0-0-0-0-0	688.565250875	0.000692051	Marvel
1	1	12	0	12	1	0	1	0	0	0	0	12-0-12-0-1-0-0-0-0	1846.60027295	0.004039757	Marvel
4	4	12	1	12	1	0	1	0	0	0	0	12-1-12-0-1-0-0-0-0	1847.018372648	0.000422413	Marvel
3	3	12	1	11	1	0	1	0	0	0	0	12-1-11-0-1-0-0-0-0	1861.837717201	0.000182078	Marvel
2	2	12	2	11	1	0	1	0	0	0	0	12-2-11-0-1-0-0-0-0	1866.47444363	0.00043476	Marvel
1	1	12	2	10	1	0	1	0	0	0	0	12-2-10-0-1-0-0-0-0	1872.472574263	0.000199757	Marvel
4	4	12	3	10	1	0	1	0	0	0	0	12-3-10-0-1-0-0-0-0	1887.117949716	0.000423447	Marvel
3	3	12	3	9	1	0	1	0	0	0	0	12-3-9-0-1-0-0-0-0	1888.05397251	0.000181413	Marvel
2	2	12	4	9	1	0	1	0	0	0	0	12-4-9-0-1-0-0-0-0	1913.308777012	0.00043309	Marvel
1	1	12	4	8	1	0	1	0	0	0	0	12-4-8-0-1-0-0-0-0	1913.361994444	0.000434091	Marvel
4	4	12	5	8	1	0	1	0	0	0	0	12-5-8-0-1-0-0-0-0	1946.849756838	0.040223478	Marvel
3	3	12	5	7	1	0	1	0	0	0	0	12-5-7-0-1-0-0-0-0	1946.853358658	0.020024079	Marvel
2	2	12	6	7	1	0	1	0	0	0	0	12-6-7-0-1-0-0-0-0	1987.931380679	0.0004541	Marvel
1	1	12	6	6	1	0	1	0	0	0	0	12-6-6-0-1-0-0-0-0	1987.93142743	0.000444093	Marvel
1	1	12	0	12	1	0	0	0	2	0	0	12-0-12-0-0-0-2-0-0	2012.963556417	0.000433759	Marvel
4	4	12	1	12	1	0	0	0	2	0	0	12-1-12-0-0-0-2-0-0	2013.286819174	0.000422413	Marvel
3	3	12	1	11	1	0	0	0	2	0	0	12-1-11-0-0-0-2-0-0	2025.894933695	0.000422078	Marvel
2	2	12	2	11	1	0	0	0	2	0	0	12-2-11-0-0-0-2-0-0	2029.58869827	0.000438423	Marvel
1	1	12	2	10	1	0	0	0	2	0	0	12-2-10-0-0-0-2-0-0	2034.891570583	0.000434091	Marvel
4	4	12	7	6	1	0	1	0	0	0	0	12-7-6-0-1-0-0-0-0	2036.498893556	0.000519447	Marvel
3	3	12	7	5	1	0	1	0	0	0	0	12-7-5-0-1-0-0-0-0	2036.499064032	0.000519413	Marvel
4	4	12	3	10	1	0	0	0	2	0	0	12-3-10-0-0-0-2-0-0	2046.88669	0.0026	05LoUlBe
3	3	12	3	9	1	0	0	0	2	0	0	12-3-9-0-0-0-2-0-0	2047.770561034	0.000421413	Marvel
2	2	12	4	9	1	0	0	0	2	0	0	12-4-9-0-0-0-2-0-0	2068.82442	0.0026	05LoUlBe
1	1	12	4	8	1	0	0	0	2	0	0	12-4-8-0-0-0-2-0-0	2068.88609	0.0026	05LoUlBe
2	1	12	0	12	2	0	0	0	1	0	1	12-0-12-0-0-0-1-0-1	2075.00791	0.0026	05LoUlBe
3	4	12	1	12	2	0	0	0	1	0	1	12-1-12-0-0-0-1-0-1	2075.30527	0.0026	05LoUlBe
4	3	12	1	11	2	0	0	0	1	0	1	12-1-11-0-0-0-1-0-1	2088.51372	0.0026	05LoUlBe
1	2	12	2	11	2	0	0	0	1	0	1	12-2-11-0-0-0-1-0-1	2092.27865	0.0026	05LoUlBe
2	2	12	8	5	1	0	1	0	0	0	0	12-8-5-0-1-0-0-0-0	2092.509831028	0.00069709	Marvel
1	1	12	8	4	1	0	1	0	0	0	0	12-8-4-0-1-0-0-0-0	2092.510051512	0.000689716	Marvel
3	3	12	5	7	1	0	0	0	2	0	0	12-5-7-0-0-0-2-0-0	2097.11891	0.0026	05LoUlBe
4	4	12	5	8	1	0	0	0	2	0	0	12-5-8-0-0-0-2-0-0	2097.12869	0.0026	05LoUlBe
2	1	12	2	10	2	0	0	0	1	0	1	12-2-10-0-0-0-1-0-1	2098.24596	0.0026	05LoUlBe
3	4	12	3	10	2	0	0	0	1	0	1	12-3-10-0-0-0-1-0-1	2111.04398	0.0026	05LoUlBe
4	3	12	3	9	2	0	0	0	1	0	1	12-3-9-0-0-0-1-0-1	2112.02985	0.0026	05LoUlBe
1	1	12	0	12	1	0	0	0	0	0	2	12-0-12-0-0-0-0-0-2	2120.66178	0.0026	05LoUlBe
4	4	12	1	12	1	0	0	0	0	0	2	12-1-12-0-0-0-0-0-2	2121.57406	0.0026	05LoUlBe
2	2	12	6	7	1	0	0	0	2	0	0	12-6-7-0-0-0-2-0-0	2131.90808	0.0026	05LoUlBe
1	1	12	6	6	1	0	0	0	2	0	0	12-6-6-0-0-0-2-0-0	2131.90808	0.0026	05LoUlBe
2	1	12	4	8	2	0	0	0	1	0	1	12-4-8-0-0-0-1-0-1	2135.38305	0.0026	05LoUlBe
1	2	12	4	9	2	0	0	0	1	0	1	12-4-9-0-0-0-1-0-1	2135.40574	0.0026	05LoUlBe
3	3	12	1	11	1	0	0	0	0	0	2	12-1-11-0-0-0-0-0-2	2137.19868	0.0026	05LoUlBe
2	2	12	2	11	1	0	0	0	0	0	2	12-2-11-0-0-0-0-0-2	2144.54377	0.0026	05LoUlBe
1	1	12	2	10	1	0	0	0	0	0	2	12-2-10-0-0-0-0-0-2	2149.82665	0.0026	05LoUlBe
4	4	12	9	4	1	0	1	0	0	0	0	12-9-4-0-1-0-0-0-0	2155.928128818	0.000756413	Marvel
3	3	12	9	3	1	0	1	0	0	0	0	12-9-3-0-1-0-0-0-0	2155.928459519	0.000756749	Marvel
4	3	12	5	7	2	0	0	0	1	0	1	12-5-7-0-0-0-1-0-1	2166.18547	0.0026	05LoUlBe
3	4	12	5	8	2	0	0	0	1	0	1	12-5-8-0-0-0-1-0-1	2166.27107	0.0026	05LoUlBe
4	4	12	3	10	1	0	0	0	0	0	2	12-3-10-0-0-0-0-0-2	2169.9223	0.0026	05LoUlBe
3	3	12	3	9	1	0	0	0	0	0	2	12-3-9-0-0-0-0-0-2	2170.47726	0.0026	05LoUlBe
4	4	12	7	6	1	0	0	0	2	0	0	12-7-6-0-0-0-2-0-0	2174.09258	0.0026	05LoUlBe
3	3	12	7	5	1	0	0	0	2	0	0	12-7-5-0-0-0-2-0-0	2174.09258	0.0026	05LoUlBe
1	3	12	1	11	3	0	0	1	1	0	0	12-1-11-0-0-1-1-0-0	2197.35037	0.0028	05LoUlBe
4	2	12	2	11	3	0	0	1	1	0	0	12-2-11-0-0-1-1-0-0	2200.86035	0.0028	05LoUlBe
2	2	12	4	9	1	0	0	0	0	0	2	12-4-9-0-0-0-0-0-2	2200.94937	0.0028	05LoUlBe
1	1	12	4	8	1	0	0	0	0	0	2	12-4-8-0-0-0-0-0-2	2200.99819	0.0028	05LoUlBe
1	1	12	0	12	1	1	0	0	0	0	0	12-0-12-1-0-0-0-0-0	2205.83597	0.0028	05LoUlBe
4	4	12	1	12	1	1	0	0	0	0	0	12-1-12-1-0-0-0-0-0	2206.29863	0.0028	05LoUlBe
2	1	12	6	6	2	0	0	0	1	0	1	12-6-6-0-0-0-1-0-1	2206.42348	0.0028	05LoUlBe
1	2	12	6	7	2	0	0	0	1	0	1	12-6-7-0-0-0-1-0-1	2206.4301	0.0028	05LoUlBe
3	1	12	2	10	3	0	0	1	1	0	0	12-2-10-0-0-1-1-0-0	2206.83953	0.0028	05LoUlBe
2	4	12	3	10	3	0	0	1	1	0	0	12-3-10-0-0-1-1-0-0	2218.85132	0.0028	05LoUlBe
1	3	12	3	9	3	0	0	1	1	0	0	12-3-9-0-0-1-1-0-0	2219.57177	0.0028	05LoUlBe
4	1	12	0	12	4	0	0	1	0	0	1	12-0-12-0-0-1-0-0-1	2221.20843	0.0028	05LoUlBe
1	4	12	1	12	4	0	0	1	0	0	1	12-1-12-0-0-1-0-0-1	2222.31472	0.0028	05LoUlBe
2	2	12	8	5	1	0	0	0	2	0	0	12-8-5-0-0-0-2-0-0	2222.69233	0.0028	05LoUlBe
1	1	12	8	4	1	0	0	0	2	0	0	12-8-4-0-0-0-2-0-0	2222.69233	0.0028	05LoUlBe
3	3	12	1	11	1	1	0	0	0	0	0	12-1-11-1-0-0-0-0-0	2222.72886	0.0028	05LoUlBe
2	2	12	2	11	1	1	0	0	0	0	0	12-2-11-1-0-0-0-0-0	2226.70848	0.0028	05LoUlBe
2	2	12	10	3	1	0	1	0	0	0	0	12-10-3-0-1-0-0-0-0	2226.720363803	0.000932425	Marvel
1	1	12	10	2	1	0	1	0	0	0	0	12-10-2-0-1-0-0-0-0	2226.720384711	0.000784091	Marvel
1	1	12	2	10	1	1	0	0	0	0	0	12-2-10-1-0-0-0-0-0	2234.07965	0.0028	05LoUlBe
2	3	12	1	11	4	0	0	1	0	0	1	12-1-11-0-0-1-0-0-1	2237.44983	0.0028	05LoUlBe
4	4	12	5	8	1	0	0	0	0	0	2	12-5-8-0-0-0-0-0-2	2240.08672	0.0028	05LoUlBe
3	3	12	5	7	1	0	0	0	0	0	2	12-5-7-0-0-0-0-0-2	2240.17624	0.0028	05LoUlBe
3	2	12	2	11	4	0	0	1	0	0	1	12-2-11-0-0-1-0-0-1	2241.73359	0.0028	05LoUlBe
4	2	12	4	9	3	0	0	1	1	0	0	12-4-9-0-0-1-1-0-0	2242.52934	0.0028	05LoUlBe
3	1	12	4	8	3	0	0	1	1	0	0	12-4-8-0-0-1-1-0-0	2243.87536	0.0028	05LoUlBe
4	1	12	2	10	4	0	0	1	0	0	1	12-2-10-0-0-1-0-0-1	2246.77203	0.0028	05LoUlBe
3	3	12	3	9	1	1	0	0	0	0	0	12-3-9-1-0-0-0-0-0	2249.72867	0.0028	05LoUlBe
4	4	12	3	10	1	1	0	0	0	0	0	12-3-10-1-0-0-0-0-0	2250.40615	0.0028	05LoUlBe
3	4	12	7	6	2	0	0	0	1	0	1	12-7-6-0-0-0-1-0-1	2253.29179	0.0028	05LoUlBe
4	3	12	7	5	2	0	0	0	1	0	1	12-7-5-0-0-0-1-0-1	2253.29179	0.0028	05LoUlBe
1	4	12	3	10	4	0	0	1	0	0	1	12-3-10-0-0-1-0-0-1	2265.79448	0.0028	05LoUlBe
2	3	12	3	9	4	0	0	1	0	0	1	12-3-9-0-0-1-0-0-1	2266.53173	0.0028	05LoUlBe
2	2	12	4	9	1	1	0	0	0	0	0	12-4-9-1-0-0-0-0-0	2269.92684	0.0028	05LoUlBe
1	1	12	4	8	1	1	0	0	0	0	0	12-4-8-1-0-0-0-0-0	2269.97318	0.0028	05LoUlBe
2	4	12	5	8	3	0	0	1	1	0	0	12-5-8-0-0-1-1-0-0	2275.90915	0.0028	05LoUlBe
1	3	12	5	7	3	0	0	1	1	0	0	12-5-7-0-0-1-1-0-0	2275.91432	0.0028	05LoUlBe
4	4	12	9	4	1	0	0	0	2	0	0	12-9-4-0-0-0-2-0-0	2278.31934	0.0028	05LoUlBe
3	3	12	9	3	1	0	0	0	2	0	0	12-9-3-0-0-0-2-0-0	2278.31934	0.0028	05LoUlBe
2	2	12	6	7	1	0	0	0	0	0	2	12-6-7-0-0-0-0-0-2	2289.39306	0.0028	05LoUlBe
1	1	12	6	6	1	0	0	0	0	0	2	12-6-6-0-0-0-0-0-2	2289.39306	0.0028	05LoUlBe
3	2	12	4	9	4	0	0	1	0	0	1	12-4-9-0-0-1-0-0-1	2295.3629	0.0028	05LoUlBe
4	1	12	4	8	4	0	0	1	0	0	1	12-4-8-0-0-1-0-0-1	2295.40128	0.0028	05LoUlBe
4	4	12	11	2	1	0	1	0	0	0	0	12-11-2-0-1-0-0-0-0	2304.849966368	0.000928779	Marvel
3	3	12	11	1	1	0	1	0	0	0	0	12-11-1-0-1-0-0-0-0	2304.850082999	0.000922083	Marvel
1	2	12	8	5	2	0	0	0	1	0	1	12-8-5-0-0-0-1-0-1	2307.89616	0.0028	05LoUlBe
2	1	12	8	4	2	0	0	0	1	0	1	12-8-4-0-0-0-1-0-1	2307.89616	0.0028	05LoUlBe
4	1	12	0	12	4	0	0	0	0	1	0	12-0-12-0-0-0-0-1-0	2308.08153	0.0028	05LoUlBe
1	4	12	1	12	4	0	0	0	0	1	0	12-1-12-0-0-0-0-1-0	2308.46402	0.0028	05LoUlBe
4	2	12	6	7	3	0	0	1	1	0	0	12-6-7-0-0-1-1-0-0	2311.64485	0.0028	05LoUlBe
3	1	12	6	6	3	0	0	1	1	0	0	12-6-6-0-0-1-1-0-0	2311.64485	0.0028	05LoUlBe
2	3	12	1	11	4	0	0	0	0	1	0	12-1-11-0-0-0-0-1-0	2323.68456	0.0028	05LoUlBe
3	2	12	2	11	4	0	0	0	0	1	0	12-2-11-0-0-0-0-1-0	2328.10762	0.0028	05LoUlBe
1	4	12	5	8	4	0	0	1	0	0	1	12-5-8-0-0-1-0-0-1	2332.73146	0.0028	05LoUlBe
4	1	12	2	10	4	0	0	0	0	1	0	12-2-10-0-0-0-0-1-0	2334.37584	0.0028	05LoUlBe
2	2	12	10	3	1	0	0	0	2	0	0	12-10-3-0-0-0-2-0-0	2340.9879	0.0028	05LoUlBe
1	1	12	10	2	1	0	0	0	2	0	0	12-10-2-0-0-0-2-0-0	2340.9879	0.0028	05LoUlBe
4	4	12	7	6	1	0	0	0	0	0	2	12-7-6-0-0-0-0-0-2	2344.95367	0.0028	05LoUlBe
3	3	12	7	5	1	0	0	0	0	0	2	12-7-5-0-0-0-0-0-2	2344.95367	0.0028	05LoUlBe
2	2	12	6	7	1	1	0	0	0	0	0	12-6-7-1-0-0-0-0-0	2345.13333	0.0028	05LoUlBe
1	1	12	6	6	1	1	0	0	0	0	0	12-6-6-1-0-0-0-0-0	2345.13333	0.0028	05LoUlBe
1	4	12	3	10	4	0	0	0	0	1	0	12-3-10-0-0-0-0-1-0	2348.17756	0.0028	05LoUlBe
4	4	12	1	12	1	0	0	2	0	0	0	12-1-12-0-0-2-0-0-0	2349.5364	0.0028	05LoUlBe
2	3	12	3	9	4	0	0	0	0	1	0	12-3-9-0-0-0-0-1-0	2349.69528	0.0028	05LoUlBe
1	1	12	0	12	1	0	0	2	0	0	0	12-0-12-0-0-2-0-0-0	2349.69923	0.0028	05LoUlBe
3	3	12	1	11	1	0	0	2	0	0	0	12-1-11-0-0-2-0-0-0	2365.92795	0.0028	05LoUlBe
3	4	12	9	4	2	0	0	0	1	0	1	12-9-4-0-0-0-1-0-1	2370.08248	0.0028	05LoUlBe
4	3	12	9	3	2	0	0	0	1	0	1	12-9-3-0-0-0-1-0-1	2370.08248	0.0028	05LoUlBe
2	2	12	2	11	1	0	0	2	0	0	0	12-2-11-0-0-2-0-0-0	2370.21249	0.0028	05LoUlBe
4	1	12	4	8	4	0	0	0	0	1	0	12-4-8-0-0-0-0-1-0	2374.6431	0.0028	05LoUlBe
3	2	12	4	9	4	0	0	0	0	1	0	12-4-9-0-0-0-0-1-0	2374.66549	0.0028	05LoUlBe
1	1	12	2	10	1	0	0	2	0	0	0	12-2-10-0-0-2-0-0-0	2377.34135	0.0028	05LoUlBe
3	2	12	6	7	4	0	0	1	0	0	1	12-6-7-0-0-1-0-0-1	2378.03935	0.0028	05LoUlBe
4	1	12	6	6	4	0	0	1	0	0	1	12-6-6-0-0-1-0-0-1	2378.03935	0.0028	05LoUlBe
2	2	12	12	1	1	0	1	0	0	0	0	12-12-1-0-1-0-0-0-0	2390.280883458	0.040548427	Marvel
1	1	12	12	0	1	0	1	0	0	0	0	12-12-0-0-1-0-0-0-0	2390.280985562	0.040693716	Marvel
4	4	12	3	10	1	0	0	2	0	0	0	12-3-10-0-0-2-0-0-0	2391.65598	0.0028	05LoUlBe
3	3	12	3	9	1	0	0	2	0	0	0	12-3-9-0-0-2-0-0-0	2392.8996	0.0028	05LoUlBe
4	4	12	7	6	1	1	0	0	0	0	0	12-7-6-1-0-0-0-0-0	2393.11397	0.0028	05LoUlBe
3	3	12	7	5	1	1	0	0	0	0	0	12-7-5-1-0-0-0-0-0	2393.11397	0.0028	05LoUlBe
2	3	12	5	7	4	0	0	0	0	1	0	12-5-7-0-0-0-0-1-0	2407.48519	0.0028	05LoUlBe
1	4	12	5	8	4	0	0	0	0	1	0	12-5-8-0-0-0-0-1-0	2407.49179	0.0028	05LoUlBe
2	2	12	8	5	1	0	0	0	0	0	2	12-8-5-0-0-0-0-0-2	2407.85093	0.0028	05LoUlBe
1	1	12	8	4	1	0	0	0	0	0	2	12-8-4-0-0-0-0-0-2	2407.85093	0.0028	05LoUlBe
4	4	12	11	2	1	0	0	0	2	0	0	12-11-2-0-0-0-2-0-0	2410.73343	0.0028	05LoUlBe
3	3	12	11	1	1	0	0	0	2	0	0	12-11-1-0-0-0-2-0-0	2410.73343	0.0028	05LoUlBe
2	2	12	4	9	1	0	0	2	0	0	0	12-4-9-0-0-2-0-0-0	2418.60644	0.0028	05LoUlBe
1	1	12	4	8	1	0	0	2	0	0	0	12-4-8-0-0-2-0-0-0	2418.68112	0.0028	05LoUlBe
1	4	12	7	6	4	0	0	1	0	0	1	12-7-6-0-0-1-0-0-1	2431.29186	0.0028	05LoUlBe
2	3	12	7	5	4	0	0	1	0	0	1	12-7-5-0-0-1-0-0-1	2431.29186	0.0028	05LoUlBe
1	2	12	10	3	2	0	0	0	1	0	1	12-10-3-0-0-0-1-0-1	2439.74908	0.0028	05LoUlBe
2	1	12	10	2	2	0	0	0	1	0	1	12-10-2-0-0-0-1-0-1	2439.74908	0.0028	05LoUlBe
3	2	12	6	7	4	0	0	0	0	1	0	12-6-7-0-0-0-0-1-0	2446.98238	0.0028	05LoUlBe
4	1	12	6	6	4	0	0	0	0	1	0	12-6-6-0-0-0-0-1-0	2446.98238	0.0028	05LoUlBe
2	2	12	8	5	1	1	0	0	0	0	0	12-8-5-1-0-0-0-0-0	2448.37492	0.0028	05LoUlBe
1	1	12	8	4	1	1	0	0	0	0	0	12-8-4-1-0-0-0-0-0	2448.37492	0.0028	05LoUlBe
4	4	12	5	8	1	0	0	2	0	0	0	12-5-8-0-0-2-0-0-0	2453.99876	0.0028	05LoUlBe
3	3	12	5	7	1	0	0	2	0	0	0	12-5-7-0-0-2-0-0-0	2453.99876	0.0028	05LoUlBe
2	4	12	9	4	3	0	0	1	1	0	0	12-9-4-0-0-1-1-0-0	2466.49563	0.0028	05LoUlBe
1	3	12	9	3	3	0	0	1	1	0	0	12-9-3-0-0-1-1-0-0	2466.49563	0.0028	05LoUlBe
4	4	12	9	4	1	0	0	0	0	0	2	12-9-4-0-0-0-0-0-2	2476.98057	0.0028	05LoUlBe
3	3	12	9	3	1	0	0	0	0	0	2	12-9-3-0-0-0-0-0-2	2476.98057	0.0028	05LoUlBe
2	2	12	12	1	1	0	0	0	2	0	0	12-12-1-0-0-0-2-0-0	2487.57494	0.0028	05LoUlBe
1	1	12	12	0	1	0	0	0	2	0	0	12-12-0-0-0-0-2-0-0	2487.57494	0.0028	05LoUlBe
2	2	12	6	7	1	0	0	2	0	0	0	12-6-7-0-0-2-0-0-0	2491.10042	0.0028	05LoUlBe
1	1	12	6	6	1	0	0	2	0	0	0	12-6-6-0-0-2-0-0-0	2491.10042	0.0028	05LoUlBe
3	2	12	8	5	4	0	0	1	0	0	1	12-8-5-0-0-1-0-0-1	2493.08354	0.0028	05LoUlBe
4	1	12	8	4	4	0	0	1	0	0	1	12-8-4-0-0-1-0-0-1	2493.08354	0.0028	05LoUlBe
1	4	12	7	6	4	0	0	0	0	1	0	12-7-6-0-0-0-0-1-0	2499.81212	0.0028	05LoUlBe
2	3	12	7	5	4	0	0	0	0	1	0	12-7-5-0-0-0-0-1-0	2499.81212	0.0028	05LoUlBe
4	4	12	9	4	1	1	0	0	0	0	0	12-9-4-1-0-0-0-0-0	2510.95883	0.0028	05LoUlBe
3	3	12	9	3	1	1	0	0	0	0	0	12-9-3-1-0-0-0-0-0	2510.95883	0.0028	05LoUlBe
3	4	12	11	2	2	0	0	0	1	0	1	12-11-2-0-0-0-1-0-1	2516.82686	0.0028	05LoUlBe
4	3	12	11	1	2	0	0	0	1	0	1	12-11-1-0-0-0-1-0-1	2516.82686	0.0028	05LoUlBe
4	2	12	10	3	3	0	0	1	1	0	0	12-10-3-0-0-1-1-0-0	2533.08633	0.0028	05LoUlBe
3	1	12	10	2	3	0	0	1	1	0	0	12-10-2-0-0-1-1-0-0	2533.08633	0.0028	05LoUlBe
4	4	12	7	6	1	0	0	2	0	0	0	12-7-6-0-0-2-0-0-0	2540.928	0.0028	05LoUlBe
3	3	12	7	5	1	0	0	2	0	0	0	12-7-5-0-0-2-0-0-0	2540.928	0.0028	05LoUlBe
1	4	12	9	4	4	0	0	1	0	0	1	12-9-4-0-0-1-0-0-1	2550.62259	0.0028	05LoUlBe
2	3	12	9	3	4	0	0	1	0	0	1	12-9-3-0-0-1-0-0-1	2550.62259	0.0028	05LoUlBe
3	2	12	8	5	4	0	0	0	0	1	0	12-8-5-0-0-0-0-1-0	2554.94695	0.0028	05LoUlBe
4	1	12	8	4	4	0	0	0	0	1	0	12-8-4-0-0-0-0-1-0	2554.94695	0.0028	05LoUlBe
2	2	12	10	3	1	0	0	0	0	0	2	12-10-3-0-0-0-0-0-2	2564.97505	0.0028	05LoUlBe
1	1	12	10	2	1	0	0	0	0	0	2	12-10-2-0-0-0-0-0-2	2564.97505	0.0028	05LoUlBe
